cvss_score,epss_score,kev_status,internet_exposed,patch_available,asset_criticality,control_effectiveness,open_vulnerability_count,high_vulnerability_count,business_criticality,exploited
1.66,0.1562,0,0,0,2,0.9332,3,2,2,0
7.47,0.0077,0,1,0,3,0.6503,0,1,2,1
5.4,0.0469,0,0,1,1,0.5196,1,2,2,0
4.25,0.146,0,1,1,1,0.99,0,1,1,0
8.06,0.3019,0,0,1,3,0.4634,1,0,2,1
7.04,0.0179,0,0,1,0,0.5139,1,1,1,0
5.26,0.3447,0,1,1,1,0.4637,1,1,1,1
3.68,0.127,0,0,1,1,0.8191,3,1,0,0
8.42,0.0857,0,0,0,2,0.7535,0,0,2,0
7.93,0.0,0,0,1,1,0.6197,3,0,0,0
6.28,0.0173,0,1,1,3,0.2871,2,4,1,1
10.0,0.0001,0,0,1,1,0.4574,3,2,1,0
4.15,0.0206,0,0,0,2,0.287,4,1,0,1
3.14,0.1171,0,1,1,1,0.8401,3,1,3,1
4.98,0.0034,0,1,1,1,0.1563,2,1,3,1
6.4,0.2099,0,1,0,0,0.9486,3,0,2,1
7.04,0.0847,0,0,1,3,0.8719,1,2,1,0
5.97,0.0137,0,1,1,1,0.3204,5,0,0,1
7.27,0.2035,0,1,1,2,0.4459,3,1,1,1
3.75,0.2197,0,0,1,2,0.3719,4,0,2,0
9.68,0.0411,0,0,0,0,0.6576,3,1,1,0
6.32,0.187,0,1,1,2,0.9031,2,0,2,0
8.96,0.0732,0,1,0,0,0.8464,2,0,2,0
7.25,0.4711,1,1,1,2,0.4418,1,2,1,1
7.5,0.1415,0,1,0,0,0.8637,2,0,2,0
7.75,0.0113,0,0,1,2,0.843,3,0,1,0
7.48,0.3679,0,0,0,2,0.5028,2,4,1,1
7.91,0.0268,0,0,0,1,0.5476,3,1,1,0
9.42,0.1152,0,0,1,1,0.9354,2,1,2,0
6.93,0.0543,0,0,1,0,0.8146,5,0,3,0
8.06,0.0343,0,0,1,3,0.8562,1,0,0,0
6.3,0.0409,0,1,0,0,1.0,2,1,1,0
9.67,0.2654,0,0,1,1,0.6868,4,2,2,0
5.01,0.0609,0,0,1,1,0.6314,1,2,1,0
10.0,0.0739,0,1,1,3,0.8895,3,0,1,1
6.41,0.3713,1,1,1,1,1.0,4,0,2,1
3.35,0.024,0,0,0,0,0.3972,2,0,2,0
6.78,0.059,1,1,0,2,0.4995,2,1,2,1
5.0,0.0097,1,1,1,3,0.2954,1,1,2,1
8.35,0.004,1,0,1,2,0.6357,4,1,1,1
5.06,0.3574,1,0,1,1,0.7723,5,0,2,1
5.52,0.0043,1,0,1,1,0.3128,2,1,0,0
2.34,0.0904,0,1,1,0,0.8334,1,3,3,0
5.5,0.1978,0,0,1,1,0.4367,5,1,3,1
1.17,0.0033,0,0,1,1,0.4163,4,3,2,0
3.02,0.0622,0,1,1,2,0.8325,1,1,1,0
8.17,0.0846,0,0,0,2,0.3937,2,1,1,0
8.23,0.2622,0,0,0,2,0.1991,5,0,1,1
7.44,0.0012,0,0,1,0,0.7359,3,0,0,0
4.37,0.1258,1,0,1,2,0.5171,1,3,1,1
6.4,0.0354,0,1,0,1,0.8495,2,0,1,1
6.49,0.0441,0,1,0,1,0.7582,2,2,1,0
3.95,0.1251,0,0,1,1,0.1129,2,2,1,0
9.81,0.2285,0,0,1,0,0.8789,3,0,1,0
8.43,0.8835,1,0,1,0,1.0,2,2,0,1
6.01,0.0227,0,1,1,1,0.8084,3,2,1,0
6.56,0.033,0,1,1,0,0.8185,2,1,2,0
6.96,0.4419,0,0,1,1,0.4881,5,2,1,1
2.01,0.0057,0,0,0,1,0.4308,1,0,0,0
5.96,0.0019,0,0,1,3,0.6031,2,0,2,1
5.0,0.1425,0,0,0,3,0.78,7,1,0,0
4.3,0.1259,0,1,1,3,0.7737,6,1,2,1
5.88,0.1284,0,1,1,2,0.4406,0,1,1,0
10.0,0.374,1,1,0,3,0.4152,5,1,1,1
7.91,0.0688,0,0,0,2,0.1775,1,1,2,1
5.24,0.2877,0,0,0,3,0.7117,3,2,0,1
7.76,0.2405,0,0,1,2,0.4526,1,2,2,0
9.58,0.0556,0,0,0,2,0.4747,3,1,2,1
8.53,0.0002,1,0,1,0,0.982,4,1,0,1
6.63,0.0204,0,0,1,2,0.6996,3,0,2,0
5.08,0.4205,1,0,1,3,0.6307,3,1,2,1
8.04,0.0047,0,0,1,1,0.7575,3,1,3,0
7.37,0.0363,0,1,1,0,0.9052,3,1,2,0
8.47,0.1009,0,1,1,1,0.1456,7,3,1,1
7.9,0.385,0,0,0,2,0.4086,5,1,2,1
8.81,0.0405,0,0,0,2,0.492,3,0,1,0
5.32,0.0349,0,0,1,1,0.3054,3,1,2,0
9.4,0.1072,0,1,1,1,0.4837,2,4,2,1
6.93,0.2428,0,1,0,3,0.1622,3,0,2,1
10.0,0.0005,0,1,1,2,0.7805,5,0,1,1
4.98,0.1887,0,1,1,1,0.4206,3,1,1,1
10.0,0.0283,0,0,1,2,0.6002,3,1,3,0
6.94,0.0686,0,0,1,1,0.5628,4,1,2,1
5.07,0.5362,0,0,1,1,0.6894,3,2,2,1
5.44,0.177,0,1,1,2,0.0,3,1,1,0
5.8,0.3212,0,0,1,2,0.6626,3,0,1,0
7.43,0.5333,0,1,1,1,0.4812,0,2,1,1
7.65,0.1876,0,1,1,0,0.6517,4,0,1,0
5.24,0.2418,1,0,1,0,0.2551,2,0,1,0
6.45,0.2073,1,1,0,3,0.6534,6,1,2,1
10.0,0.1996,1,0,0,2,0.8746,3,3,0,0
10.0,0.2948,0,1,1,1,0.5974,2,4,1,1
7.46,0.1178,0,1,1,1,0.3707,3,0,1,0
6.58,0.0001,0,0,0,1,0.3816,4,1,3,0
6.76,0.0371,0,0,0,2,0.6941,0,0,2,0
7.85,0.0158,0,0,0,1,0.6924,3,0,1,1
4.25,0.2856,0,1,1,1,0.6391,1,1,2,1
5.93,0.0002,0,0,1,2,0.5406,8,4,2,0
2.83,0.3298,0,1,1,1,0.6007,4,0,0,0
7.38,0.1344,0,0,1,1,0.5338,4,1,2,1
7.92,0.4282,0,1,1,1,0.4548,4,0,0,1
5.44,0.1052,0,1,1,2,0.7394,5,0,1,1
9.96,0.057,1,1,1,2,0.6275,3,0,1,1
3.8,0.5824,0,0,1,1,0.8726,2,1,3,0
3.28,0.0524,0,0,1,0,0.8292,4,0,3,0
6.99,0.1698,0,0,1,1,0.6194,2,0,3,0
8.8,0.0732,0,0,1,0,0.6988,4,2,0,0
10.0,0.1809,0,0,1,0,0.3107,2,1,2,1
5.49,0.1974,0,0,1,1,0.5306,3,1,2,0
8.87,0.5657,0,1,1,3,0.6357,3,0,1,1
6.42,0.0077,0,0,1,2,0.1543,3,1,1,1
6.12,0.0002,0,1,1,2,0.6574,2,0,2,1
8.44,0.2207,0,0,1,2,0.3102,0,2,0,0
7.94,0.1118,0,0,1,2,0.3376,4,0,2,1
3.03,0.4036,1,0,1,2,0.4176,4,3,2,1
9.75,0.1894,0,0,0,2,0.5424,1,3,1,1
9.54,0.2819,1,0,0,1,0.218,1,0,2,1
5.12,0.3671,0,1,1,0,0.7642,1,2,1,0
7.37,0.0882,0,1,1,1,0.5944,0,0,1,0
7.59,0.2926,0,0,1,3,1.0,3,1,2,1
7.07,0.4647,1,0,1,1,0.625,2,0,2,1
5.29,0.0034,0,0,1,0,0.6927,2,0,1,0
5.02,0.2255,1,1,1,2,0.3365,1,1,1,1
6.44,0.4788,0,1,1,1,0.2545,1,0,1,0
9.08,0.0004,0,1,1,3,0.7048,3,2,2,1
7.7,0.258,0,0,0,0,0.2767,2,1,0,1
5.68,0.2471,0,0,1,2,0.7105,1,1,2,1
8.2,0.0252,0,0,1,2,0.9766,5,0,1,0
0.23,0.0714,0,1,1,3,0.7864,1,3,2,0
9.03,0.0102,0,0,1,1,0.6926,0,1,1,0
2.67,0.379,0,1,1,2,0.6174,4,0,1,1
5.7,0.0002,0,0,1,0,0.454,1,1,2,0
4.04,0.0015,0,0,0,0,0.5214,4,1,2,0
3.65,0.2629,0,0,1,1,0.4086,2,1,1,0
9.05,0.2235,0,1,0,2,0.2211,2,0,1,1
5.47,0.3044,0,0,1,1,0.5589,3,1,1,1
7.26,0.0054,1,1,1,1,0.827,5,1,1,1
6.4,0.6679,0,0,1,1,0.2278,5,3,2,1
7.55,0.029,1,0,1,1,0.8996,3,0,0,0
6.67,0.4951,0,0,0,1,0.8543,3,0,0,1
3.68,0.0218,0,1,0,0,0.6492,1,1,1,1
8.69,0.3762,0,0,1,3,0.6513,1,0,1,1
5.41,0.0004,0,0,1,1,0.5034,4,0,0,0
3.08,0.0292,0,0,0,1,0.5605,2,0,3,1
5.56,0.403,0,0,0,2,0.4341,2,1,1,1
9.8,0.0213,0,1,1,1,0.5579,5,1,0,0
8.37,0.0056,0,0,1,1,0.585,2,0,1,0
5.73,0.5577,0,1,0,1,1.0,5,0,3,1
5.73,0.4299,0,1,1,2,0.6914,2,1,3,0
5.79,0.1703,0,1,1,3,0.4976,0,0,2,1
10.0,0.2506,1,0,1,0,0.5253,4,0,1,0
7.34,0.0225,0,0,1,0,0.3717,3,1,0,0
7.45,0.0003,0,1,1,1,0.4129,0,2,1,1
8.77,0.0961,0,1,1,1,0.7777,1,0,0,0
7.03,0.717,0,0,0,0,0.4265,2,1,2,0
5.93,0.2619,0,0,0,2,0.3956,3,0,3,1
6.07,0.7177,0,1,0,1,0.4019,1,1,0,1
6.34,0.0004,0,0,1,2,0.3677,2,0,1,1
6.42,0.3781,0,1,1,1,0.8318,1,1,3,1
8.1,0.0369,0,0,1,3,0.5857,5,2,2,1
6.61,0.0392,0,0,1,0,0.4794,3,3,2,0
8.11,0.6131,0,0,1,2,0.5573,4,0,3,1
6.32,0.0094,0,0,1,2,0.6043,2,1,1,0
6.67,0.029,0,0,1,2,0.3632,0,1,2,0
2.1,0.3052,0,1,0,1,0.2026,2,2,2,1
8.52,0.0261,0,1,1,0,0.8846,3,1,2,0
7.26,0.0518,0,1,1,2,0.797,4,1,1,1
8.7,0.0306,1,1,0,2,0.6445,1,0,2,1
0.13,0.5146,0,0,0,0,0.7798,0,1,2,1
10.0,0.007,0,0,0,1,1.0,4,2,1,0
6.19,0.164,0,1,1,0,0.4161,3,1,1,0
8.94,0.6944,0,0,0,2,0.27,0,1,0,0
4.21,0.0,0,0,1,2,0.7154,2,1,2,1
7.85,0.0117,0,1,1,2,0.1833,1,1,1,0
4.18,0.0508,0,0,1,1,0.5595,2,1,1,0
5.13,0.1691,0,1,1,0,0.4754,2,1,1,0
10.0,0.177,0,1,1,2,0.7185,4,2,2,1
6.08,0.0041,1,0,1,1,0.4294,1,3,1,1
6.98,0.4619,1,0,1,0,0.8499,1,1,1,0
8.41,0.0122,0,1,1,1,0.3633,0,0,2,0
7.59,0.2927,0,0,1,1,0.7265,3,1,1,0
6.83,0.2418,0,0,1,2,0.3834,1,1,0,1
7.3,0.2227,0,0,0,0,0.6871,5,1,1,0
10.0,0.2836,0,1,1,1,0.2963,6,1,1,1
6.37,0.0107,1,1,0,1,0.544,2,2,1,1
6.94,0.3859,0,1,0,2,0.8805,3,1,2,1
8.81,0.0013,1,1,0,1,0.5788,5,0,1,1
8.93,0.5131,0,1,0,2,0.8458,2,0,2,1
9.11,0.1715,0,0,1,1,0.5434,4,0,0,0
7.91,0.1948,0,1,1,0,0.4237,2,0,1,1
3.99,0.0031,0,0,1,1,0.593,2,1,2,0
10.0,0.1703,0,0,0,3,0.7046,3,2,1,1
3.98,0.0527,0,1,1,1,0.0736,1,4,3,1
7.17,0.0296,0,0,0,2,0.6806,1,0,2,0
4.84,0.2778,1,1,1,3,0.315,2,1,2,1
6.36,0.2452,1,0,1,0,0.2529,2,0,1,0
7.22,0.0008,0,1,0,2,0.6846,4,2,1,1
7.21,0.0642,0,0,1,1,0.8846,3,0,0,0
7.43,0.6565,0,0,1,1,0.6041,3,0,0,0
10.0,0.3133,1,0,1,1,0.2111,3,1,1,1
7.5,0.4035,0,0,1,2,0.3824,2,1,2,1
5.96,0.4235,0,0,1,1,0.4454,3,1,3,0
8.62,0.0088,0,1,1,0,0.599,5,1,2,0
9.12,0.2848,0,1,1,0,0.532,1,4,2,0
3.8,0.2935,0,0,1,0,0.6738,3,0,1,0
7.81,0.1295,0,0,1,2,0.8,4,1,1,0
8.04,0.3491,0,0,1,1,0.6362,2,2,0,0
5.85,0.0354,0,0,1,3,0.7745,3,1,1,0
9.53,0.0886,1,1,1,2,0.4826,2,0,0,1
6.17,0.3071,0,0,1,2,1.0,1,1,1,0
6.78,0.6808,0,1,1,1,0.6883,5,1,1,1
6.12,0.1123,0,0,1,1,0.721,3,0,1,0
6.53,0.0,0,0,0,1,0.9894,2,0,2,0
4.09,0.0477,0,1,1,1,0.572,3,1,2,1
3.33,0.1024,0,0,1,1,0.3886,1,2,0,1
10.0,0.0197,1,1,1,0,0.8766,2,0,3,1
4.64,0.2313,0,1,1,3,0.8913,6,2,1,1
4.32,0.2047,0,1,1,0,0.5884,4,1,0,0
1.76,0.0418,0,0,1,0,0.9899,2,1,1,0
5.09,0.0063,0,1,0,2,0.5292,2,1,3,0
3.59,0.0313,0,1,0,0,0.7831,1,4,3,1
10.0,0.0186,1,0,0,0,0.9289,5,1,1,0
8.72,0.4763,0,0,0,0,0.5746,2,1,2,1
4.99,0.0093,0,0,1,0,0.6642,2,0,2,0
10.0,0.0021,0,0,1,1,0.8065,2,1,0,0
8.66,0.0308,0,1,0,1,0.4585,3,0,2,1
5.79,0.3807,0,0,1,1,0.3465,1,1,1,0
1.0,0.4053,0,1,1,1,0.8832,1,0,1,0
10.0,0.4821,0,0,0,1,0.6267,3,1,1,1
3.44,0.0065,1,0,1,2,0.4236,1,1,1,0
2.88,0.0001,1,1,1,1,0.5735,4,1,2,1
8.75,0.0667,0,0,0,0,0.6771,2,0,2,1
10.0,0.8067,0,0,0,2,0.1577,1,1,1,1
9.55,0.4553,0,1,1,2,0.729,3,0,2,1
7.74,0.2355,0,1,1,0,0.6521,1,2,0,1
7.81,0.0291,0,1,1,3,0.9638,1,0,3,1
8.38,0.1586,0,1,1,2,0.4953,1,0,1,0
8.17,0.051,0,1,1,0,0.8943,0,1,0,1
7.12,0.0008,0,0,1,3,0.5388,4,2,1,1
6.73,0.3063,0,1,1,1,0.5848,0,0,1,0
6.36,0.0189,1,1,1,3,0.6202,2,1,0,1
4.84,0.0039,0,0,1,0,1.0,6,1,0,0
5.88,0.0041,0,0,0,0,0.2401,2,2,3,0
2.78,0.2693,0,0,1,2,0.6738,1,1,1,0
6.28,0.2556,0,1,1,0,0.5606,2,1,1,1
4.33,0.427,0,0,1,0,0.5429,3,0,1,0
4.07,0.0016,0,1,1,2,0.6958,5,0,0,0
6.9,0.0849,0,0,0,0,0.8265,0,2,0,0
9.56,0.015,1,1,0,3,0.6829,2,2,0,1
8.52,0.0637,0,0,1,1,0.8588,3,1,2,0
3.04,0.2913,0,0,1,2,0.4873,0,1,1,1
4.32,0.045,0,1,1,1,0.5379,2,0,1,0
8.57,0.3889,0,0,0,1,0.2998,8,0,1,1
4.34,0.4222,1,0,1,1,1.0,0,1,1,0
6.01,0.0528,0,0,0,2,0.5033,4,1,1,1
7.71,0.0849,0,0,1,1,0.4757,0,2,1,0
4.37,0.0476,0,0,0,1,0.7017,5,0,1,0
6.73,0.0027,0,1,1,0,0.8268,3,4,2,0
3.57,0.0001,0,1,1,0,0.377,2,1,2,0
5.18,0.0681,0,1,1,1,0.8467,1,0,1,0
7.2,0.2947,0,0,1,2,0.4742,1,1,1,0
3.0,0.581,0,0,1,1,0.9077,1,2,2,0
7.47,0.1769,0,0,1,1,0.4148,0,2,1,0
6.46,0.0,0,1,1,3,0.7339,1,0,3,0
7.72,0.1004,1,0,1,2,0.5607,2,0,2,1
6.99,0.2063,0,1,1,3,0.2684,1,0,1,0
9.5,0.0816,0,0,1,3,0.196,0,1,1,0
6.78,0.1409,0,0,1,0,0.3643,2,1,1,0
5.56,0.2272,0,0,0,3,0.7981,1,1,1,0
6.77,0.2147,0,1,1,0,0.0642,3,1,1,1
7.7,0.0229,0,0,1,3,0.6335,2,0,0,0
6.61,0.5166,1,0,1,1,0.6117,0,0,0,1
6.59,0.139,0,1,1,1,0.1294,2,3,3,1
4.96,0.2059,0,1,1,2,0.3508,2,5,1,1
5.04,0.353,0,0,1,2,0.3503,1,0,2,1
3.41,0.3025,0,0,0,2,0.5632,3,1,2,0
10.0,0.0795,0,0,1,1,0.9166,2,2,1,1
3.76,0.0001,1,0,1,0,0.8187,5,1,2,0
4.98,0.1484,0,1,1,2,0.4599,2,1,0,0
4.92,0.06,0,0,1,0,0.3426,3,2,2,0
8.47,0.2086,0,1,1,2,0.1604,1,0,2,1
5.85,0.344,0,0,0,1,0.4553,1,2,1,0
9.25,0.1391,0,0,1,1,0.3253,0,0,1,0
5.02,0.019,0,1,1,2,0.541,3,4,0,1
7.11,0.6228,0,0,0,2,0.5504,2,0,2,0
4.66,0.0035,0,1,0,3,0.4311,4,1,2,0
10.0,0.1115,0,1,1,1,0.4363,3,0,1,1
3.89,0.3961,0,0,0,3,0.3766,2,1,1,1
7.18,0.0335,0,0,0,3,0.4219,2,1,1,1
7.89,0.1334,0,0,1,2,0.909,4,3,1,1
7.41,0.0139,0,1,1,2,0.6795,2,0,1,0
6.09,0.2942,0,0,1,2,0.6828,1,2,0,1
6.21,0.0151,0,0,1,0,0.803,6,0,0,0
6.6,0.7188,0,0,1,1,0.7809,3,0,2,0
6.18,0.3638,0,1,1,2,0.9062,1,0,1,0
8.62,0.0009,1,0,1,3,0.6971,3,2,1,1
10.0,0.5238,0,0,1,1,0.6013,2,0,1,0
5.27,0.774,0,1,1,2,0.4023,3,2,1,1
3.49,0.1291,1,0,1,2,0.344,1,0,0,0
6.31,0.036,0,0,1,1,0.7706,2,2,1,0
10.0,0.2321,0,1,1,0,0.5222,3,1,1,1
4.73,0.2978,0,1,1,2,0.21,4,0,2,1
10.0,0.0,0,0,1,1,0.0267,2,0,1,0
10.0,0.1143,0,0,1,1,1.0,2,3,0,0
5.28,0.0164,0,0,0,2,0.3035,3,2,2,1
7.75,0.4235,0,0,1,2,0.3784,1,3,1,1
10.0,0.0023,0,1,1,1,0.857,2,3,3,0
5.67,0.064,0,0,1,2,0.2479,3,0,3,1
6.05,0.6989,0,1,1,1,0.6829,3,1,2,1
5.22,0.3343,0,0,1,1,1.0,1,1,1,0
4.27,0.5843,0,1,1,2,1.0,2,3,1,0
5.07,0.1092,0,0,1,2,0.4381,3,1,2,0
3.81,0.1378,1,1,1,1,0.547,3,2,1,1
6.57,0.0887,0,0,1,0,0.4509,1,1,1,1
4.81,0.0518,0,1,1,2,0.5455,1,1,1,1
7.01,0.3333,0,0,1,2,0.8746,2,0,1,0
3.08,0.042,0,0,1,1,0.2002,4,0,2,1
7.23,0.0898,0,1,1,0,0.712,2,0,2,0
8.33,0.0374,0,0,0,1,0.5011,3,1,2,0
2.11,0.2848,0,0,1,0,0.8921,2,2,2,0
7.32,0.0637,0,1,1,1,0.8789,5,1,2,0
9.2,0.1468,0,1,1,0,0.4482,4,0,3,0
3.84,0.5499,0,0,1,1,0.5223,3,1,1,0
10.0,0.0516,0,0,0,1,0.7732,3,1,3,1
7.42,0.2966,0,0,0,0,0.7958,3,1,1,0
4.95,0.0014,0,1,1,0,0.0,1,0,1,1
6.38,0.1672,0,0,0,2,0.7724,2,0,1,0
7.73,0.081,0,1,0,0,0.9616,1,0,1,0
6.67,0.3276,0,0,1,2,0.6139,4,2,1,0
7.69,0.0438,1,0,1,2,0.7875,2,0,3,1
4.47,0.0539,0,0,0,0,0.8697,1,2,0,0
6.87,0.0035,0,1,0,0,0.6054,4,2,3,1
3.39,0.0041,0,0,0,2,0.7536,4,1,2,0
6.26,0.388,0,0,0,1,0.5532,1,2,3,1
4.51,0.5643,0,0,0,1,0.537,2,0,2,0
4.88,0.011,1,0,1,2,0.3846,2,3,2,0
9.22,0.0042,0,0,1,0,0.5933,1,0,1,0
8.9,0.1999,1,0,1,2,1.0,2,2,3,1
7.84,0.0656,0,1,1,3,0.3244,5,0,1,1
4.1,0.0001,0,0,1,0,0.7042,3,3,1,0
5.8,0.0614,0,0,0,0,0.6302,1,0,3,0
9.17,0.0052,0,1,0,1,0.9187,1,1,1,1
6.81,0.1906,1,0,1,3,0.9657,2,1,0,1
10.0,0.1328,0,1,1,1,0.3189,1,2,2,1
7.37,0.0767,1,0,0,1,0.4064,2,0,1,1
6.92,0.1803,0,0,0,0,0.4201,3,3,1,1
5.82,0.2195,1,0,1,1,0.429,2,2,2,1
6.79,0.1162,0,0,1,0,0.4504,1,3,0,0
6.16,0.2793,0,0,1,1,0.6368,4,1,2,1
8.06,0.1068,0,0,1,1,0.3372,2,0,1,0
8.6,0.19,0,1,0,3,0.3723,4,0,1,1
4.77,0.5069,0,0,0,2,0.3524,3,0,3,1
3.57,0.0019,0,0,1,2,0.6732,1,2,2,0
2.46,0.0142,0,0,1,1,0.5341,6,0,1,0
7.62,0.8515,0,1,0,0,0.4897,1,1,1,1
4.07,0.0724,0,0,1,2,0.3395,1,1,2,1
1.76,0.0027,0,0,1,1,0.149,2,1,1,0
7.35,0.2558,0,1,0,1,0.9579,2,3,2,1
10.0,0.106,0,1,1,0,0.4778,1,3,1,0
6.49,0.0195,0,0,1,1,1.0,2,3,1,0
8.34,0.1569,0,1,1,0,0.7432,4,1,3,0
6.68,0.0797,1,0,1,1,1.0,1,0,0,0
6.28,0.0206,0,1,0,0,0.7984,4,0,1,1
8.52,0.0665,0,1,1,2,0.5896,2,0,3,1
5.86,0.2894,0,1,1,0,0.4006,1,0,3,0
7.09,0.0085,0,1,0,3,0.3058,4,2,2,1
7.21,0.692,0,0,1,2,0.8299,3,3,1,1
5.03,0.4014,0,0,0,2,0.6163,6,0,2,1
8.68,0.1272,0,0,0,3,0.7041,0,1,1,1
6.12,0.5236,0,0,1,0,0.7537,5,1,1,0
4.84,0.0108,0,0,0,2,0.639,5,1,1,0
7.68,0.0077,0,1,1,2,0.432,4,1,0,1
4.52,0.0735,0,0,1,0,0.8032,3,0,2,0
6.56,0.0611,0,0,0,1,0.5005,1,0,1,0
6.48,0.1772,0,0,1,1,0.5726,2,1,2,1
8.89,0.1136,0,1,1,1,0.7293,2,1,1,0
7.54,0.0965,1,0,1,3,0.5353,4,2,1,1
6.44,0.2667,0,0,1,1,0.0955,3,1,1,1
8.3,0.005,1,1,1,0,0.8101,2,1,2,1
9.56,0.5326,1,1,0,3,0.8637,1,3,1,1
7.73,0.1,0,1,0,0,0.0922,2,0,3,1
6.52,0.0063,0,1,1,2,0.2892,3,1,1,1
3.61,0.0366,0,0,0,3,1.0,1,1,2,1
4.16,0.3277,0,1,1,2,0.608,3,1,2,1
5.83,0.1156,0,0,1,2,0.5509,3,2,1,0
5.16,0.199,0,0,0,2,0.4434,2,0,2,0
6.09,0.219,0,0,0,2,0.2923,3,1,1,1
6.62,0.0525,0,0,0,1,0.5014,0,1,2,0
7.67,0.1851,0,0,1,1,0.7936,6,1,2,1
6.34,0.0361,0,0,1,1,0.5461,1,0,1,0
7.57,0.2076,0,0,0,2,0.7026,2,0,1,1
6.64,0.3646,0,0,0,2,0.9914,3,1,1,0
2.15,0.3866,0,1,1,1,0.4049,1,0,1,0
4.43,0.1013,0,0,0,2,0.6257,5,0,1,1
6.18,0.0005,0,1,1,2,0.8011,1,2,1,0
3.84,0.0038,0,0,1,2,0.3168,2,0,2,0
7.82,0.2848,1,1,1,0,0.5945,3,0,2,1
9.87,0.0727,0,1,1,1,1.0,2,2,1,1
9.18,0.055,0,1,1,1,0.4649,1,0,0,0
6.03,0.0032,0,0,1,1,0.8171,0,0,2,0
9.78,0.164,0,0,0,0,0.5147,1,0,2,0
6.83,0.0308,0,0,1,2,0.9999,2,2,2,0
5.76,0.4472,0,0,1,0,0.1386,1,1,1,0
5.15,0.042,0,0,0,1,0.5662,3,0,3,1
5.83,0.0002,0,1,0,2,0.1803,2,1,1,1
5.65,0.1235,1,0,0,0,0.3748,2,2,1,0
6.87,0.0292,0,0,0,2,0.3733,1,1,1,0
6.85,0.0157,0,0,1,3,0.4833,4,1,3,0
6.51,0.3681,0,0,0,2,0.2529,0,1,1,1
7.46,0.1297,1,1,1,2,0.5321,0,0,2,1
9.12,0.0278,0,1,1,2,0.6651,7,0,0,0
8.59,0.0016,0,0,1,1,0.167,3,1,1,1
3.23,0.0345,0,0,1,1,0.3913,2,2,1,1
0.88,0.0057,0,1,1,1,1.0,6,0,2,0
8.56,0.1288,0,0,0,1,0.6323,2,0,0,0
3.49,0.0001,0,1,0,0,0.0956,1,1,0,1
6.01,0.0501,0,1,0,1,0.1999,1,0,0,1
3.93,0.3612,1,0,1,2,0.6065,2,0,2,1
2.54,0.0142,0,0,0,2,0.5752,3,0,0,0
7.69,0.1905,0,0,1,1,0.4031,2,1,1,0
8.17,0.0003,0,1,1,1,1.0,2,3,1,0
5.23,0.0328,0,0,0,2,1.0,6,0,1,0
0.8,0.2241,0,0,1,2,0.4839,1,3,2,0
5.3,0.0888,1,1,1,1,0.7682,4,0,1,1
7.36,0.0118,0,1,1,1,0.7808,1,1,2,0
3.25,0.2511,0,0,1,1,0.814,3,0,1,0
6.9,0.0252,0,0,0,1,0.39,2,1,2,1
6.47,0.0536,0,0,0,2,1.0,3,0,2,1
7.77,0.2006,0,0,0,1,0.5329,2,0,1,0
6.76,0.2394,0,0,0,0,0.6555,0,0,0,0
4.36,0.8756,1,1,1,0,0.5505,0,0,0,1
9.13,0.0672,1,0,1,3,0.5151,1,2,1,1
6.15,0.217,0,0,0,1,0.6196,4,1,1,0
6.44,0.0221,0,0,0,0,0.2535,4,1,1,0
4.45,0.5001,0,0,1,2,0.0572,3,0,1,0
5.52,0.0003,1,1,0,2,0.4967,2,0,1,1
4.55,0.1399,0,1,1,2,0.3299,2,0,1,1
6.12,0.2471,0,1,0,1,0.6869,3,0,1,1
10.0,0.256,0,1,1,3,0.6584,1,1,3,1
3.48,0.0174,0,1,1,0,0.5534,2,2,0,1
2.95,0.4155,0,0,1,1,0.9204,5,0,0,0
9.74,0.6138,0,0,0,1,0.5484,3,0,1,0
6.04,0.0038,0,1,1,0,0.1855,2,3,0,1
5.03,0.2236,0,0,1,1,0.4941,4,0,2,0
8.79,0.1413,0,0,1,2,0.8427,2,1,2,0
5.17,0.0812,0,0,1,1,0.0789,3,3,1,1
10.0,0.0855,0,0,1,2,0.5265,4,1,2,1
7.99,0.1054,0,0,1,2,0.6939,2,1,2,0
5.43,0.0815,0,1,0,2,1.0,3,2,0,1
10.0,0.4294,0,0,1,2,0.8521,4,1,2,1
5.17,0.4597,0,1,1,2,0.5832,1,0,2,1
8.13,0.0051,0,0,0,2,0.6802,1,2,1,1
7.16,0.0276,0,0,1,2,0.0756,4,3,2,1
9.36,0.0477,0,0,1,1,0.2876,2,0,2,0
9.94,0.0418,0,0,1,1,0.7127,1,2,2,0
6.57,0.0132,1,1,1,0,0.5903,3,1,0,1
4.84,0.0693,0,0,0,2,0.6222,2,2,0,0
7.51,0.1495,1,0,0,1,0.5585,1,1,3,1
5.01,0.0618,0,0,0,1,0.5487,2,0,1,0
10.0,0.2712,0,0,1,1,0.5757,0,2,2,1
6.8,0.1067,1,0,1,2,0.286,1,2,3,0
5.7,0.0073,0,0,1,3,0.4928,1,2,0,0
6.91,0.3411,0,0,1,2,0.239,0,3,1,1
3.54,0.4339,0,1,0,2,0.3951,3,0,1,1
4.36,0.6771,0,1,1,1,0.849,2,0,0,1
9.14,0.0319,0,0,1,1,0.5048,4,1,2,0
5.05,0.0222,0,0,1,1,0.699,3,2,2,0
4.2,0.5171,0,1,1,1,0.5788,5,1,0,1
